,Id,SalePrice
427,1888,197000
428,1889,174000
429,1890,120000
430,1891,145000
431,1892,35311
432,1893,79000
433,1894,80000
434,1895,111000
435,1896,108000
436,1897,144000
437,1898,78000
438,1899,98000
439,1900,161000
440,1901,61000
441,1902,154000
442,1903,137000
443,1904,155000
444,1905,135000
445,1906,85000
446,1907,137500
447,1908,118000
448,1909,124000
449,1910,124000
450,1911,129000
451,1912,244000
452,1913,200000
453,1914,40000
454,1915,275000
455,1916,118500
456,1917,174000
457,1918,156000
458,1919,156000
459,1920,115000
460,1921,178400
461,1922,184750
462,1923,154300
463,1924,108000
464,1925,181000
465,1926,402861
466,1927,148000
467,1928,160000
468,1929,129500
469,1930,145000
470,1931,119000
471,1932,187500
472,1933,122000
473,1934,173000
474,1935,130500
475,1936,192000
476,1937,188000
477,1938,179200
478,1939,286000
479,1940,240000
480,1941,181000
481,1942,187500
482,1943,189000
483,1944,377426
484,1945,210000
485,1946,185000
486,1947,277500
487,1948,185000
488,1949,189000
489,1950,105000
490,1951,82500
491,1952,82500
492,1953,180000
493,1954,205000
494,1955,184000
495,1956,168000
496,1957,135000
497,1958,290000
498,1959,124500
499,1960,64500
500,1961,55993
501,1962,85400
502,1963,94500
503,1964,66500
504,1965,148500
505,1966,109500
506,1967,176000
507,1968,215000
508,1969,315000
509,1970,280000
510,1971,437154
511,1972,250000
512,1973,248000
513,1974,290000
514,1975,377500
515,1976,221000
516,1977,336000
517,1978,187100
518,1979,190000
519,1980,120000
520,1981,312500
521,1982,254000
522,1983,254000
523,1984,154000
524,1985,187500
525,1986,141000
526,1987,172500
527,1988,178900
528,1989,228500
529,1990,219500
530,1991,202500
531,1992,133500
532,1993,162000
533,1994,290000
534,1995,176500
535,1996,177000
536,1997,313000
537,1998,194000
538,1999,173000
539,2000,290000
540,2001,126000
541,2002,232000
542,2003,202500
543,2004,184000
544,2005,184900
545,2006,181000
546,2007,249700
547,2008,187750
548,2009,187000
549,2010,180000
550,2011,84500
551,2012,84500
552,2013,175900
553,2014,201000
554,2015,187000
555,2016,175900
556,2017,187000
557,2018,130000
558,2019,119000
559,2020,125000
560,2021,130000
561,2022,170000
562,2023,139000
563,2024,144500
564,2025,285000
565,2026,155000
566,2027,86000
567,2028,146000
568,2029,179400
569,2030,328900
570,2031,328900
571,2032,328900
572,2033,328900
573,2034,155000
574,2035,225000
575,2036,172500
576,2037,177000
577,2038,274000
578,2039,324000
579,2040,158000
580,2041,55000
581,2042,189000
582,2043,127000
583,2044,127500
584,2045,197500
585,2046,135000
586,2047,108000
587,2048,55993
588,2049,142600
589,2050,140000
590,2051,91300
591,2052,155000
592,2053,173000
593,2054,66500
594,2055,167000
595,2056,119000
596,2057,85000
597,2058,200000
598,2059,139000
599,2060,140000
600,2061,82500
601,2062,139000
602,2063,154000
603,2064,139000
604,2065,61000
605,2066,166000
606,2067,115000
607,2068,87000
608,2069,100000
609,2070,119750
610,2071,105900
611,2072,96500
612,2073,85000
613,2074,129000
614,2075,157900
615,2076,97000
616,2077,141000
617,2078,119000
618,2079,166000
619,2080,133000
620,2081,114504
621,2082,141000
622,2083,128500
623,2084,87000
624,2085,112000
625,2086,97000
626,2087,95000
627,2088,40000
628,2089,66500
629,2090,86000
630,2091,87000
631,2092,145000
632,2093,155000
633,2094,37900
634,2095,113000
635,2096,100000
636,2097,96500
637,2098,120500
638,2099,60000
639,2100,135000
640,2101,84500
641,2102,132000
642,2103,64500
643,2104,90000
644,2105,37900
645,2106,60000
646,2107,149000
647,2108,55993
648,2109,80000
649,2110,80000
650,2111,259500
651,2112,115000
652,2113,127000
653,2114,61000
654,2115,159000
655,2116,80000
656,2117,82500
657,2118,96500
658,2119,149000
659,2120,78000
660,2121,97000
661,2122,34900
662,2123,72500
663,2124,122000
664,2125,139000
665,2126,67000
666,2127,87000
667,2128,115000
668,2129,52000
669,2130,188700
670,2131,137900
671,2132,100000
672,2133,102000
673,2134,116900
674,2135,103000
675,2136,55000
676,2137,100000
677,2138,118000
678,2139,148000
679,2140,125000
680,2141,125000
681,2142,88000
682,2143,133900
683,2144,82000
684,2145,139000
685,2146,113000
686,2147,125000
687,2148,110000
688,2149,129500
689,2150,280000
690,2151,122000
691,2152,100000
692,2153,139000
693,2154,93000
694,2155,113000
695,2156,290000
696,2157,167000
697,2158,172500
698,2159,173000
699,2160,179540
700,2161,248900
701,2162,127500
702,2163,239000
703,2164,163900
704,2165,82000
705,2166,145000
706,2167,187500
707,2168,130500
708,2169,195000
709,2170,230000
710,2171,79000
711,2172,123000
712,2173,115000
713,2174,174000
714,2175,187500
715,2176,326000
716,2177,248000
717,2178,214000
718,2179,143000
719,2180,118000
720,2181,210000
721,2182,187100
722,2183,181134
723,2184,79000
724,2185,79000
725,2186,140000
726,2187,130250
727,2188,149500
728,2189,102000
729,2190,82000
730,2191,82000
731,2192,55000
732,2193,86000
733,2194,93000
734,2195,73000
735,2196,123500
736,2197,130500
737,2198,105000
738,2199,129500
739,2200,103600
740,2201,103000
741,2202,161000
742,2203,98600
743,2204,98000
744,2205,115000
745,2206,115000
746,2207,82000
747,2208,178000
748,2209,217000
749,2210,60000
750,2211,115000
751,2212,139500
752,2213,87000
753,2214,107000
754,2215,87000
755,2216,84000
756,2217,35311
757,2218,40000
758,2219,40000
759,2220,52000
760,2221,275000
761,2222,275000
762,2223,177000
763,2224,154000
764,2225,126000
765,2226,129000
766,2227,179200
767,2228,377426
768,2229,184000
769,2230,167500
770,2231,179540
771,2232,112000
772,2233,81000
773,2234,265900
774,2235,260400
775,2236,270000
776,2237,165000
777,2238,206300
778,2239,95000
779,2240,164000
780,2241,132250
781,2242,93000
782,2243,127000
783,2244,91000
784,2245,91000
785,2246,121500
786,2247,68500
787,2248,82000
788,2249,136500
789,2250,113000
790,2251,61000
791,2252,167500
792,2253,169000
793,2254,130500
794,2255,107000
795,2256,126000
796,2257,200000
797,2258,173000
798,2259,178000
799,2260,81000
800,2261,170000
801,2262,129900
802,2263,250000
803,2264,127500
804,2265,95000
805,2266,183900
806,2267,501837
807,2268,264561
808,2269,152000
809,2270,175900
810,2271,82500
811,2272,228500
812,2273,120000
813,2274,120000
814,2275,190000
815,2276,170000
816,2277,127000
817,2278,121500
818,2279,86000
819,2280,86000
820,2281,106000
821,2282,109900
822,2283,83000
823,2284,66500
824,2285,122000
825,2286,118500
826,2287,337500
827,2288,147000
828,2289,239000
829,2290,253293
830,2291,325000
831,2292,466500
832,2293,415298
833,2294,219210
834,2295,385000
835,2296,184750
836,2297,335000
837,2298,239000
838,2299,437154
839,2300,285000
840,2301,204000
841,2302,227000
842,2303,191000
843,2304,189000
844,2305,196000
845,2306,196000
846,2307,185850
847,2308,209500
848,2309,277500
849,2310,176485
850,2311,171750
851,2312,110000
852,2313,178900
853,2314,128000
854,2315,150000
855,2316,130000
856,2317,155000
857,2318,173000
858,2319,148800
859,2320,164990
860,2321,209500
861,2322,159895
862,2323,155000
863,2324,170000
864,2325,279500
865,2326,170000
866,2327,219500
867,2328,236000
868,2329,173000
869,2330,175000
870,2331,147000
871,2332,290000
872,2333,325000
873,2334,290000
874,2335,208500
875,2336,265000
876,2337,130000
877,2338,274900
878,2339,176500
879,2340,385000
880,2341,130000
881,2342,214000
882,2343,176000
883,2344,189000
884,2345,213500
885,2346,185000
886,2347,181134
887,2348,225000
888,2349,101800
889,2350,135000
890,2351,176000
891,2352,255500
892,2353,107500
893,2354,113000
894,2355,84500
895,2356,155000
896,2357,191000
897,2358,175900
898,2359,85000
899,2360,82500
900,2361,120500
901,2362,260000
902,2363,143000
903,2364,129900
904,2365,129900
905,2366,164700
906,2367,164700
907,2368,208900
908,2369,199900
909,2370,177000
910,2371,177500
911,2372,187750
912,2373,250000
913,2374,100000
914,2375,212000
915,2376,131500
916,2377,107000
917,2378,126500
918,2379,140000
919,2380,138800
920,2381,180000
921,2382,311500
922,2383,125000
923,2384,262280
924,2385,107000
925,2386,93500
926,2387,84500
927,2388,101800
928,2389,75000
929,2390,115000
930,2391,123000
931,2392,100000
932,2393,226000
933,2394,135000
934,2395,155000
935,2396,113000
936,2397,121500
937,2398,119000
938,2399,37900
939,2400,34900
940,2401,75500
941,2402,140000
942,2403,124000
943,2404,127000
944,2405,163000
945,2406,139000
946,2407,117000
947,2408,108500
948,2409,98600
949,2410,167500
950,2411,87000
951,2412,139000
952,2413,109900
953,2414,86000
954,2415,135000
955,2416,105000
956,2417,87000
957,2418,117000
958,2419,100000
959,2420,139000
960,2421,171000
961,2422,132500
962,2423,84500
963,2424,109900
964,2425,124000
965,2426,82500
966,2427,81000
967,2428,118000
968,2429,97000
969,2430,139000
970,2431,105000
971,2432,111000
972,2433,160000
973,2434,112500
974,2435,118400
975,2436,90000
976,2437,82500
977,2438,156000
978,2439,100000
979,2440,159000
980,2441,108500
981,2442,115000
982,2443,100000
983,2444,79000
984,2445,68500
985,2446,135000
986,2447,128500
987,2448,97500
988,2449,79000
989,2450,185000
990,2451,105900
991,2452,117500
992,2453,39300
993,2454,126000
994,2455,119000
995,2456,95000
996,2457,115000
997,2458,115000
998,2459,121600
999,2460,115000
1000,2461,115000
1001,2462,133000
1002,2463,87000
1003,2464,107500
1004,2465,177000
1005,2466,144000
1006,2467,115000
1007,2468,114504
1008,2469,110000
1009,2470,190000
1010,2471,289000
1011,2472,129900
1012,2473,80000
1013,2474,67000
1014,2475,141000
1015,2476,121600
1016,2477,125000
1017,2478,148000
1018,2479,139000
1019,2480,55993
1020,2481,128000
1021,2482,86000
1022,2483,119500
1023,2484,106000
1024,2485,154000
1025,2486,108480
1026,2487,107500
1027,2488,125000
1028,2489,110000
1029,2490,143000
1030,2491,39300
1031,2492,178000
1032,2493,81000
1033,2494,140000
1034,2495,52000
1035,2496,140200
1036,2497,133700
1037,2498,97000
1038,2499,84000
1039,2500,118000
1040,2501,79000
1041,2502,135000
1042,2503,55000
1043,2504,170000
1044,2505,239799
1045,2506,248900
1046,2507,147000
1047,2508,248900
1048,2509,221500
1049,2510,232000
1050,2511,163990
1051,2512,178000
1052,2513,230000
1053,2514,123500
1054,2515,156000
1055,2516,142000
1056,2517,79900
1057,2518,144000
1058,2519,173000
1059,2520,187500
1060,2521,180000
1061,2522,172400
1062,2523,118500
1063,2524,110000
1064,2525,113000
1065,2526,107000
1066,2527,130250
1067,2528,118500
1068,2529,140000
1069,2530,91300
1070,2531,187500
1071,2532,237000
1072,2533,175000
1073,2534,130500
1074,2535,203000
1075,2536,160000
1076,2537,215000
1077,2538,215200
1078,2539,184900
1079,2540,175000
1080,2541,165400
1081,2542,175000
1082,2543,128500
1083,2544,139000
1084,2545,119000
1085,2546,140000
1086,2547,98600
1087,2548,142953
1088,2549,138000
1089,2550,326000
1090,2551,145000
1091,2552,130000
1092,2553,82000
1093,2554,79000
1094,2555,119000
1095,2556,119000
1096,2557,64500
1097,2558,34900
1098,2559,108000
1099,2560,103600
1100,2561,132000
1101,2562,108500
1102,2563,189950
1103,2564,200100
1104,2565,98300
1105,2566,84500
1106,2567,145000
1107,2568,190000
1108,2569,217000
1109,2570,124000
1110,2571,179200
1111,2572,135000
1112,2573,119000
1113,2574,177000
1114,2575,89471
1115,2576,37900
1116,2577,85000
1117,2578,109500
1118,2579,35311
1119,2580,160000
1120,2581,170000
1121,2582,130500
1122,2583,235000
1123,2584,130000
1124,2585,193500
1125,2586,148800
1126,2587,187500
1127,2588,130250
1128,2589,180000
1129,2590,175000
1130,2591,190000
1131,2592,201000
1132,2593,265900
1133,2594,225000
1134,2595,215000
1135,2596,285000
1136,2597,164000
1137,2598,214900
1138,2599,415298
1139,2600,84500
1140,2601,133000
1141,2602,79000
1142,2603,91000
1143,2604,79000
1144,2605,75000
1145,2606,135000
1146,2607,151400
1147,2608,144000
1148,2609,162000
1149,2610,79000
1150,2611,115000
1151,2612,102000
1152,2613,129500
1153,2614,120000
1154,2615,139000
1155,2616,165000
1156,2617,137900
1157,2618,190000
1158,2619,110000
1159,2620,200000
1160,2621,188000
1161,2622,178000
1162,2623,237000
1163,2624,171000
1164,2625,193500
1165,2626,173000
1166,2627,170000
1167,2628,250000
1168,2629,361919
1169,2630,325000
1170,2631,361919
1171,2632,325000
1172,2633,209500
1173,2634,162000
1174,2635,135000
1175,2636,190000
1176,2637,180000
1177,2638,233000
1178,2639,155000
1179,2640,98600
1180,2641,120500
1181,2642,109900
1182,2643,84500
1183,2644,106000
1184,2645,83000
1185,2646,118000
1186,2647,88000
1187,2648,140000
1188,2649,142000
1189,2650,151000
1190,2651,146000
1191,2652,437154
1192,2653,175000
1193,2654,232600
1194,2655,377426
1195,2656,258000
1196,2657,192500
1197,2658,182000
1198,2659,325000
1199,2660,219210
1200,2661,290000
1201,2662,374000
1202,2663,215000
1203,2664,277500
1204,2665,177000
1205,2666,319900
1206,2667,163990
1207,2668,179665
1208,2669,155000
1209,2670,325000
1210,2671,155835
1211,2672,246578
1212,2673,274900
1213,2674,178740
1214,2675,160200
1215,2676,178000
1216,2677,162900
1217,2678,171000
1218,2679,193000
1219,2680,210000
1220,2681,317000
1221,2682,290000
1222,2683,301000
1223,2684,290000
1224,2685,215000
1225,2686,177500
1226,2687,184900
1227,2688,225000
1228,2689,197000
1229,2690,235128
1230,2691,181000
1231,2692,93500
1232,2693,171750
1233,2694,113000
1234,2695,202500
1235,2696,180000
1236,2697,204750
1237,2698,144000
1238,2699,109900
1239,2700,153900
1240,2701,125500
1241,2702,150750
1242,2703,112000
1243,2704,111250
1244,2705,137000
1245,2706,100000
1246,2707,119000
1247,2708,137000
1248,2709,88000
1249,2710,139000
1250,2711,170000
1251,2712,190000
1252,2713,151000
1253,2714,151000
1254,2715,160000
1255,2716,146000
1256,2717,165000
1257,2718,165400
1258,2719,157000
1259,2720,140000
1260,2721,128900
1261,2722,90000
1262,2723,113000
1263,2724,100000
1264,2725,101800
1265,2726,128900
1266,2727,176500
1267,2728,161500
1268,2729,110000
1269,2730,150000
1270,2731,82500
1271,2732,55000
1272,2733,105000
1273,2734,140000
1274,2735,105000
1275,2736,93000
1276,2737,109000
1277,2738,124000
1278,2739,160000
1279,2740,140000
1280,2741,115000
1281,2742,160000
1282,2743,139000
1283,2744,119000
1284,2745,106500
1285,2746,109000
1286,2747,110000
1287,2748,108500
1288,2749,119000
1289,2750,145000
1290,2751,137000
1291,2752,165500
1292,2753,110000
1293,2754,145000
1294,2755,98300
1295,2756,119750
1296,2757,73000
1297,2758,68500
1298,2759,108480
1299,2760,68400
1300,2761,128900
1301,2762,119500
1302,2763,135000
1303,2764,39300
1304,2765,135000
1305,2766,79000
1306,2767,92900
1307,2768,100000
1308,2769,112500
1309,2770,115000
1310,2771,120000
1311,2772,79000
1312,2773,115000
1313,2774,88000
1314,2775,82000
1315,2776,73000
1316,2777,73000
1317,2778,52500
1318,2779,90000
1319,2780,64500
1320,2781,109500
1321,2782,100000
1322,2783,125500
1323,2784,102000
1324,2785,159000
1325,2786,137000
1326,2787,96500
1327,2788,52500
1328,2789,107400
1329,2790,87000
1330,2791,108500
1331,2792,55000
1332,2793,109500
1333,2794,34900
1334,2795,115000
1335,2796,115000
1336,2797,262500
1337,2798,60000
1338,2799,40000
1339,2800,52000
1340,2801,87000
1341,2802,100000
1342,2803,136905
1343,2804,39300
1344,2805,123500
1345,2806,115000
1346,2807,155000
1347,2808,175000
1348,2809,180000
1349,2810,133000
1350,2811,124000
1351,2812,146800
1352,2813,136905
1353,2814,110000
1354,2815,98000
1355,2816,153000
1356,2817,82000
1357,2818,129500
1358,2819,82500
1359,2820,82500
1360,2821,152000
1361,2822,112000
1362,2823,124000
1363,2824,127000
1364,2825,144000
1365,2826,154500
1366,2827,79000
1367,2828,215000
1368,2829,147000
1369,2830,239799
1370,2831,193000
1371,2832,196000
1372,2833,221500
1373,2834,196500
1374,2835,232000
1375,2836,180000
1376,2837,158000
1377,2838,145000
1378,2839,178000
1379,2840,210000
1380,2841,183500
1381,2842,255000
1382,2843,88000
1383,2844,140000
1384,2845,100000
1385,2846,183200
1386,2847,211000
1387,2848,282922
1388,2849,175000
1389,2850,222500
1390,2851,199900
1391,2852,220000
1392,2853,177500
1393,2854,140000
1394,2855,185000
1395,2856,197000
1396,2857,169990
1397,2858,185000
1398,2859,140000
1399,2860,127500
1400,2861,60000
1401,2862,165400
1402,2863,143000
1403,2864,285000
1404,2865,140000
1405,2866,130000
1406,2867,110000
1407,2868,68400
1408,2869,79000
1409,2870,108000
1410,2871,115000
1411,2872,60000
1412,2873,109008
1413,2874,96500
1414,2875,85400
1415,2876,76500
1416,2877,58500
1417,2878,200100
1418,2879,107000
1419,2880,135000
1420,2881,78000
1421,2882,118500
1422,2883,110500
1423,2884,110500
1424,2885,93000
1425,2886,118000
1426,2887,88000
1427,2888,130500
1428,2889,55000
1429,2890,37900
1430,2891,144500
1431,2892,80500
1432,2893,105000
1433,2894,37900
1434,2895,290000
1435,2896,275000
1436,2897,215000
1437,2898,136905
1438,2899,178000
1439,2900,146000
1440,2901,210000
1441,2902,109900
1442,2903,227000
1443,2904,325624
1444,2905,35311
1445,2906,206300
1446,2907,115000
1447,2908,130000
1448,2909,89471
1449,2910,92000
1450,2911,124000
1451,2912,125000
1452,2913,79000
1453,2914,91500
1454,2915,91500
1455,2916,83500
1456,2917,127000
1457,2918,93500
1458,2919,127000
